tokens	labels
['missetât.', 'junchêrren', 'und', 'die', 'knappen', 'sîn', 'bevalch', 'er', 'der', 'künegîn.', 'Er', 'wart', 'geleit', 'ze', 'Baldac.', 'diu', 'kost', 'den', 'bâruc', 'ringe', 'wac.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['recken', 'zil:', 'den', 'trage', 'und', 'nem', 'nu', 'swer', 'der', 'wil.', 'Ich', 'muoz', 'nu', 'lebelîche', 'gebâren:', 'ich', 'bin', 'rîche.', 'wan', 'solt', 'ich']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sîn', 'erbe', 'was,', 'da', 'er', 'mit', 'nôt', 'dâ', 'vor', 'genas.', 'Dô', 'daʒ', 'mehtige', 'her', 'allenthalben', 'von', 'dem', 'mer', 'ze', 'Lanzeletes', 'reise']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']
['von', 'ein_ander', 'schieden', 'sie:', 'ob', 'ir', 'welt,', 'sô', 'prüevet', 'wie.', 'Ez', 'næht', 'nu', 'wilden', 'mæren,', 'diu', 'freuden', 'kunnen', 'læren', 'und', 'diu']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ich', 'sol', 'iu', 'fröude', 'entêren,', '[und]', 'iwer', 'herze', 'siuften', 'lêren.&quot;', 'Diu', 'fürstin', 'an', 'den', 'fürsten', 'sach:', 'ir', 'munt', 'dô', 'jæmerlîchen', 'sprach']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['tumpheit', 'regt,', 'swer', 'sprichet', 'sô', 'nâch', 'wâne.', 'er', 'nam', 'dem', 'Persâne', 'Arofel,', 'der', 'vor', 'im', 'lac', 'tôt', 'daz', 'vriundîn', 'vriunde', 'nie']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['niuwe', 'nâch', 'Kriste', 'wart', 'genennet:', 'an', 'Kriste', 'ist', 'triwe', 'erkennet.', 'Der', 'heiden', 'sprach,', 'ich', 'sag', 'iu', 'wie.', '&quot;wir', 'sulen', 'niht', 'langer']	['O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['und', 'mit', 'maneger', 'sunder', 'rotte.', 'Dô', 'der', 'keiser', 'Otte', 'ze', 'Rôme', 'truoc', 'die', 'krône,', 'kom', 'der', 'alsô', 'schône', 'gevaren', 'nâch', 'sîner']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['pfinxtac', 'Artûs', 'mit', 'maneger', 'frouwen.', 'ouch', 'mohte', 'man', 'dâ', 'schouwen', 'Mange', 'baniere', 'unde', 'schilt,', 'den', 'sunderwâpen', 'was', 'gezilt,', 'manegen', 'wol', 'gehêrten']	['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['munt', 'starkte', 'des', 'gelouben', 'kraft', 'den', 'Juden', 'und', 'der', 'heidenschaft:', 'Kaldein,', 'Armenjen,', 'Kriechen.', 'sie', 'nerten', 'alle', 'siechen,', 'swaz', 'in', 'arger', 'dinge']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['tôt.&quot;', '&quot;sol', 'daz', 'geteilte', 'gelten,', 'sone', 'wil', 'ichz', 'niht', 'beschelten:&quot;', 'Sus', 'sprach', 'der', 'künec', 'von', 'Brandigân:', '&quot;ich', 'wil', 'die', 'vart', 'von']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']
['ein', 'man', 'der', 'wol', 'mit', 'scharpfen', 'strîten', 'kan,', 'der', 'künec', 'Poydiconjunz', 'von', 'Gors:', 'der', 'füert', 'manc', 'wol', 'gewâpent', 'ors.', 'Meljanz', 'ist']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']
['helf', 'iu', 'got,', 'wie', 'varnt', 'ir', 'sô?&apos;', 'sprach', 'Johfrit', 'de', 'Lieʒ', '(ich', 'wæne,', 'der', 'knappe', 'alsô', 'hieʒ).', '‘ist', 'ditz', 'ein', 'buoʒ,']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['manec', 'werlîcher', 'man.', 'wie', 'manec', 'tûsent', 'er', 'gewan', 'der', 'werden', 'Sarrazîne!', 'die', 'man', 'hiez', 'die', 'sîne,', 'die', 'prüef', 'ich', 'alsus', 'mit']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['dingen', 'was', 'der', 'walt', 'vollekomen,', 'als', 'ir', 'wol', 'hânt', 'vernomen.', 'Verdrieʒe', 'iuch', 'niht', 'des', 'man', 'iu', 'saget,', 'sô', 'merkent', 'von', 'der']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['teil', 'verlorn,', 'und', 'ist', 'der', 'schade', 'noch', 'unverkorn.', 'ir', 'gunêrten', 'Sarrazîne,', 'etlîche', 'mâge', 'mîne,', 'ir', 'welt', 'hie', 'beiten', 'grôzer', 'nôt:', 'iu']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['arm', 'genomen.', 'diu', 'ist', 'mir', 'leider', 'nû', 'ze', 'verre', 'komen.&apos;', 'Der', 'marcrâve', 'sprach', '‘liebez', 'kint,', 'in', 'dîn', 'gebot', 'dich', 'underwint', 'mînes']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['im', 'in', 'allen', 'flîz', '&quot;bon', 'fîz,', 'scher', 'fîz,', 'bêâ', 'fîz.&quot;', 'Diu', 'küngîn', 'nam', 'dô', 'sunder', 'twâl', 'diu', 'rôten', 'välwelohten', 'mâl:', 'ich']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['mir', 'ze', 'trôste', 'her:', 'nu', 'rât', 'nâch', 'iwerre', 'triwen', 'ger.', 'Ir', 'habt', 'kumbers', 'mêr', 'dan', 'ich', 'gesehn:', 'lât', 'iwern', 'trôst', 'an']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ezzens', 'dâ', 'verpflac,', 'dô', 'wasez', 'ouch', 'über', 'den', 'mitten', 'tac.', 'Artûs', 'unt', 'daz', 'wîp', 'sîn,', 'frou', 'Gynovêr', 'diu', 'künegîn,', 'mit', 'rîtern']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['uns', 'gesan.', 'er', 'ne', 'wirt', 'ime', 'niemer', 'gesant', 'hinnen', 'ûzer', 'Chriechlant', 'bî', 'mînen', 'zîten.&apos;', 'die', 'boten', 'hîz', 'er', 'rîten,', 'ê', 'si']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['werdents', 'iemmer', 'heinlîcher', 'baz,', 'daz', 'sol', 'ich', 'lâzen', 'âne', 'haz.', 'Ezn', 'sî', 'denne', 'gar', 'ein', 'vrâz,', 'welt', 'ir,', 'si', 'habent', 'genuoc']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['durch', 'strîtlîch', 'gesigen', 'sult', 'ir', 'êren', 'einen', 'got,', 'der', 'heizet', 'Mars.', 'daz', 'ist', 'ein', 'spot', 'unde', 'ein', 'tiuvellîcher', 'rât,', 'swer', 'den']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['tjostiern', 'sluoc', 'Orilus.', 'der', 'liez', 'och', 'mich', 'in', 'jâmer', 'sus.', 'Mir', 'diende', 'ân', 'alle', 'schande', 'dirre', 'fürste', 'von', 'dîm', 'lande:', 'dô']	['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['die', 'beste', 'habe', 'verlân;', 'des', 'sulnt', 'die', 'guoten', 'sich', 'verstân.', 'Dô', 'dem', 'künege', 'Artiure', 'geschach', 'diu', 'âventiure,', 'daʒ', 'er', 'sîn', 'êre']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ir', 'kleit', 'was', 'rîch,', 'si', 'selbe', 'guot.', 'nû', 'bedahte', 'vrouwe', 'Armuot', 'von', 'grôzer', 'schame', 'daz', 'houbet,', 'wan', 'si', 'was', 'beroubet', 'ir']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['des', 'morgens', 'vruo', 'reit', 'den', 'vünfzehen', 'künegen', 'zuo.', 'Ehmereiz', 'von', 'Todjerne', 'in', 'bekant', 'und', 'sach', 'in', 'gerne,', 'der', 'werden', 'Gyburge', 'sun.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']
['wâren', 'im', 'sippe', 'al', 'gelîche,', 'Willelm', 'der', 'lobes', 'rîche', 'und', 'Tybalt,', 'Arâbeln', 'man,', 'durh', 'den', 'er', 'herzesêr', 'gewan', 'vor', 'jâmer', 'nâch']	['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['si', 'striten', 'dort.', 'Esserê', 'der', 'emerâl', 'mit', 'zimierde', 'lieht', 'gemâl,', 'Ein', 'vürste', 'ûz', 'Halzebieres', 'her,', 'der', 'hielt', 'mit', 'rotte', 'aldâ', 'ze']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Berteneyse', 'künegîn.', 'sîn', 'œheim', 'Brandelidelîn', 'vorem', 'künege', 'inz', 'poulûn', 'gienc:', 'Ginovêr', 'den', 'mit', 'kusse', 'enpfienc.', 'der', 'künec', 'wart', 'ouch', 'enpfangen', 'sus.']	['B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['minne', 'hânt', 'verlân', 'und', 'den', 'lebent,', 'die', 'in', 'hôhgemüete', 'gebent.&apos;', 'Dô', 'siu', 'diz', 'alleʒ', 'gesprach,', 'Orphilet', 'si', 'an', 'sach', 'und', 'vrâget']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']
['bî', 'Jesuse', 'gein', 'den', 'juden', 'ze', 'wer.', 'alsam', 'wil', 'der', 'Franzoyser', 'her', 'in', 'die', 'gotes', 'helfe', 'kêren', 'und', 'ir', 'sælekeit', 'gemêren.']	['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['naht', 'unt', 'der', 'tac:', 'ir', 'herze', 'niht', 'wan', 'jâmers', 'phlac.', 'Sich', 'zôch', 'diu', 'frouwe', 'jâmers', 'balt', 'ûz', 'ir', 'lande', 'in', 'einen']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ich', 'sag', 'iu', 'wer', 'dâ', 'hielt', 'ze', 'wer:', 'Sînagûn', 'und', 'Ehmereiz,', 'Brûanz', 'und', 'Utreiz,', 'Iseret', 'und', 'Malatons,', 'Marjadox', 'und', 'Malacrons.', 'Ê']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'B', 'B', 'O', 'B', 'B', 'O', 'B', 'O']
['herre', 'unvrô,', 'als', 'im', 'sîn', 'hôhiu', 'triuwe', 'riet.', 'von', 'sante', 'Barlââme', 'schiet', 'sîn', 'heilic', 'sêle', 'reine.', 'dô', 'ruowete', 'sîn', 'gebeine;', 'sîn']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ungelouben', 'rach,', 'den', 'man', 'von', 'mînem', 'kinde', 'sprach,', 'Arâbeln', 'diu', 'Tybalde', 'enpfuor.', 'ûf', 'mînen', 'goten', 'ich', 'dô', 'swuor', 'daz', 'ich', 'den']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['&quot;habt', 'ir', 'daz', 'vernomn?', 'iwer', 'warnen', 'mac', 'ze', 'schaden', 'komn.', 'Frâgt', 'er', 'niht', 'bî', 'der', 'êrsten', 'naht,', 'sô', 'zergêt', 'sîner', 'frâge']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['er', 'eine', 'zuht', 'begienc:', 'si', 'wurden', 'ledic,', 'dier', 'dâ', 'vienc.', 'Hardîzen', 'und', 'Kaylet,', 'seht,', 'die', 'versuonde', 'Gahmuret.', 'da', 'ergienc', 'ein', 'sölhiu']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['und', 'êre:', 'wan', 'dâ', 'was', 'râtes', 'mêre', 'denne', 'er', 'ze', 'Pelrapeire', 'vant,', 'die', 'dô', 'von', 'kumber', 'schiet', 'sîn', 'hant.', 'Sîn', 'harnasch']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['begunden', 'rehte', 'rîters', 'tât:', 'des', 'enwas', 'et', 'dô', 'dechein', 'rât.', 'Ez', 'was', 'dennoch', 'wol', 'mitter', 'tac:', 'der', 'hêrre', 'in', 'sîme', 'gezelte']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['vernomen,', 'zeiner', 'brücke', 'gein', 'dem', 'wege:', 'diu', 'hieʒ', 'ze', 'dem', 'Stiebenden', 'stege.', 'dâ', 'muosen', 'die', 'recken', 'den', 'rossen', 'bedecken', 'diu', 'houbet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['hant', 'dar', 'nâch', 'iht', 'mêr', 'wære', 'mit', 'zogen', 'alsô', 'hêr.', 'Heimrîch', 'und', 'des', 'gesinde', 'vor', 'dem', 'Karls', 'kinde', 'mit', 'grôzer', 'zuht']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['frouwen', 'gar', 'ir', 'spîse', 'zühteclîche.', 'Feirefîz', 'der', 'rîche', 'sprach', 'ze', 'Parzivâl', 'dem', 'bruoder', 'sîn', '&quot;Jupiter', 'die', 'reise', 'mîn', 'mir', 'ze', 'sælden']	['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['dâ', 'gerten', 'râche', 'um', 'daz', 'in', 'was', 'getân.', 'Arofel', 'der', 'Persân', 'was', 'in', 'ûf', 'Alitschanz', 'erslagen.', 'die', 'sîne', 'begunden', 'in', 'dâ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['noch', 'dort', 'ûze', 'unflühtec', 'habt:', 'weder', 'ern', 'schûftet', 'noch', 'endrabt.', 'Och', 'enist', 'hie', 'ninder', 'frouwen', 'hâr', 'weder', 'sô', 'mürwe', 'noch', 'sô']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['minne.', 'der', 'turkoite', 'Flôrant', 'zeime', 'gesellen', 'wart', 'erkant', 'Sangîven', 'von', 'Norwæge.', 'Lyschoys', 'der', 'gar', 'untræge', 'reit', 'bî', 'der', 'süezen', 'Cundrîê.', 'sîn']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']
['hôchzîten.', 'dô', 'der', 'tac', 'vol', 'erschein,', 'dô', 'riten', 'si', 'ûf', 'Tulmein.', 'dâ', 'hiez', 'si', 'der', 'herzoge', 'Îmâîn', 'grôze', 'willekomen', 'sîn.', 'ir']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['hie', 'gewer', 'mich', 'an,', 'sî', 'dirre', 'man', 'ein', 'kristenman,', 'die', 'Avenier', 'gehazzet', 'hât.&quot;', 'dô', 'sprach', 'der', 'süeze', 'Jôsaphât:', '&quot;lieber', 'mîn,', 'vriunt']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']
['er', 'und', 'elliu', 'sîniu', 'kint', 'von', 'dînem', 'prîse', 'gêret', 'sint.', 'Nu', 'sag', 'ûf', 'dîne', 'wîpheit,', 'ist', 'dir', 'mîn', 'dar', 'rîten', 'leit']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['armbruste', 'ein', 'schütze', 'pflac,', 'der', 'sich', 'schiezens', 'her', 'ûz', 'bewac:', 'Si', 'vlizzen', 'sich', 'gein', 'strîtes', 'werc.', 'Gâwân', 'reit', 'ûf', 'an', 'den']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['danne', 'Thesereiz.', 'vor', 'dem', 'bestuont', 'mich', 'Poufemeiz,', 'der', 'künic', 'von', 'Ingulîe,', 'unt', 'Turpîûn,', 'die', 'drîe,', 'der', 'rîche', 'von', 'Falturmîê.', 'den', 'tet']	['O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']
['mîn', 'niftel', 'im', 'dâ', 'nâhen', 'lît,', 'des', 'künịges', 'tohter', 'von', 'Persîâ;', 'in', 'der', 'gezelte', 'was', 'ich', 'dâ;', 'mit', 'der', 'suln', 'wir']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['nie', 'gebôt', 'sô', 'spæher', 'zimierde', 'vlîz,', 'wan', 'die', 'der', 'künec', 'Feyrafîz', 'von', 'Secundillen', 'durh', 'minne', 'enpfienc:', 'diu', 'kost', 'vur', 'alle', 'koste']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['dô', 'kêrte', 'manegen', 'ende', 'hin', 'daz', 'volc', 'von', 'dem', 'Plimizœl.', 'Artûs', 'fuor', 'gein', 'Karidœl.', 'Cunnewâre', 'und', 'Clâmidê', 'die', 'nâmn', 'ouch', 'sînen']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O']
['ûf', 'sînen', 'schaden', 'wære', 'getân.', 'er', 'sprach', '‘ich', 'bin', 'ein', 'Persân.', 'mîn', 'krône', 'aldâ', 'der', 'vürsten', 'pflac', 'mit', 'kraft', 'unz', 'an']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['an', 'der', 'selben', 'stete', 'diu', 'herzogîn', 'durch', 'sîne', 'bete', 'zuo', 'Gâwâne', 'nider', 'saz.', 'des', 'verjen', 'tohter', 'niht', 'vergaz,', 'si', 'entwâpente', 'in.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Cliboris', 'der', 'starke,', 'der', 'künec', 'von', 'Tananarke.', 'Der', 'künec', 'von', 'Bêâterre', 'Samirant,', 'von', 'Nôrûn', 'der', 'künec', 'Oukidant,', 'die', 'scharn', 'sich', 'winsterthalben']	['B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O']
['nam,', 'als', 'ez', 'ir', 'êren', 'wol', 'gezam,', 'und', 'der', 'künic', 'Artûs.', 'si', 'leiten', 'si', 'in', 'ir', 'hûs', 'mit', 'vrœlichem', 'schalle.', 'die']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['und', 'Jêsus', 'an', 'der', 'süezen', 'vart', 'ime', 'Jordâne', 'wart', 'genennet:', 'Christ,', 'der', 'nam', 'uns', 'noch', 'bevolhen', 'ist,', 'den', 'die', 'der', 'touf']	['O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['versmâhen', 'lât,', 'ich', 'riet', 'iu', 'wîplîch', 'êre', 'und', 'werdekeite', 'lêre:', 'Nun', 'ist', 'hie', 'niemen', 'denne', 'wir:', 'frouwe,', 'tuot', 'genâde', 'an', 'mir.&quot;']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['grâles', 'hêrre', 'wesen.', 'Condwîr_âmûrs', 'daz', 'wîp', 'dîn', 'und', 'dîn', 'sun', 'Loherangrîn', 'sint', 'beidiu', 'mit', 'dir', 'dar', 'benant.', 'dô', 'du', 'rûmdes', 'Brôbarz']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']
['riten', 'dâ', 'der', 'wol', 'gevar', 'saz', 'bî', 'werder', 'frouwen', 'diet.', 'Parzivâls', 'antfanc', 'dô', 'geriet,', 'manege', 'clâre', 'frouwen', 'muos', 'er', 'sich', 'küssen']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['si', 'ruorte,', 'daz', 'si', 'ir', 'ougen', 'lieze', 'swingen', 'dar', '–,', 'Vil', 'manec', 'geflôriertiu', 'schar', 'Rennewarten', 'dar', 'zuo', 'brâhte', 'daz', 'er', 'gar']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['ez', 'was', 'in', 'niht', 'ze', 'vruo.', 'Êrec', 'fil', 'der', 'roi', 'Lac', 'maneger', 'gedanke', 'phlac,', 'wie', 'er', 'dar', 'sô', 'kæme', 'als', 'sînem']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['dô', 'sus', 'gevuoren:', 'des', 'ze', 'Munlêûn', 'si', 'swuoren', 'und', 'ze', 'Orlens', 'vor', 'dem', 'rœmischen', 'vogt,', 'daz', 'enwart', 'niht', 'lenger', 'vür', 'gezogt.']	['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bekanten', 'sînen', 'zorn:', 'der', 'wart', 'doch', 'gar', 'von', 'im', 'verborn.', 'Dô', 'begunde', 'nâhen', 'ouch', 'diu', 'naht.', 'der', 'edel', 'mit', 'der', 'hôhen']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bêâkurs', 'in', 'dâ', 'enphienc', 'sô', 'daz', 'ez', 'mit', 'freude', 'ergienc.', 'Mit', 'Bêâkurs', 'komen', 'sint', 'mêr', 'danne', 'fünfzec', 'clâriu', 'kint,', 'die', 'von']	['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
